女性4,熟れた バナナは 何色？
女性4,黄色。
女性4,猫は なんて 鳴く？
女性4,ニャーニャー。
女性4,象の 体で 一番 長いのは どこ？
女性4,はな。
女性4,冬に 空から 降ってくる 白い ものは？
女性4,雪。
女性4,卵から 生まれる 生き物は どれ？
女性4,にわとり。
女性4,普通の りんごは 何色？
女性4,赤。
女性4,お日さまが 出てくるのは どっち？
女性4,朝。
女性4,うさぎの 耳は どんな 形？
女性4,長くて 立っている。
女性4,種を 土に 埋めると、 最初に 何が 出てくる？
女性4,め。
女性4,足が 8本 あるのは どれ？
女性4,クモ。
女性4,空を 飛べない 鳥は どれ？
女性4,ペンギン。
女性4,タコの 足は 何本？
女性4,8本。
女性4,世界で 一番 速い 陸の 動物は？
女性4,チーター。
女性4,富士山の 頭に あるのは 何？
女性4,冬に 眠る、冬眠、動物は どれ？
女性4,クマ。
女性4,雨が 降ると 土から 出てくる 生き物は？
女性4,ミミズ。
女性4,コアラが 食べるものは？
女性4,ユーカリの は。
女性4,キリンの 首の 骨は いくつ？
女性4,7こ。
女性4,世界で 一番 大きい 魚は？
女性4,ジンベイザメ。
女性4,イルカは 何の 仲間？
女性4,クジラ。
女性4,地球で 一番 大きい 生き物は？
女性4,シロナガスクジラ。
女性4,めが やっつ ある 生き物は？
女性4,バナナの 木は じつは 何の 仲間？
女性4,草。
女性4,タコの 心臓は いくつ ある？
女性4,みっつ。
女性4,フラミンゴが ピンク色なのは なぜ？
女性4,赤い 食べ物を 食べる。
女性4,ライオンの オスにだけ ある ものは？
女性4,たてがみ。
