女の子,これは どんな かたち？
女の子,まる
女の子,これは どんな かたち？
女の子,しかく
女の子,これは どんな かたち？
女の子,さんかく
女の子,これは どんな かたち？
女の子,ハート
女の子,これは どんな かたち？
女の子,ほし
女の子,これは どんな かたち？
女の子,たまごがた
女の子,これは なんの かたち？
女の子,ハート
女の子,ほしの かどは なんこ？
女の子,ごこ
女の子,これは なんの かたち？
女の子,ハート
女の子,これは どんな かたち？
女の子,ダイヤの かたち
女の子,これは どんな かたち？
女の子,たまごがた
女の子,このかたちの かどは なんこ？
女の子,さんこ
女の子,このかたちの かどは なんこ？
女の子,よんこ
女の子,これは なんの かたち？
女の子,はっぱ
女の子,ほしと まるでは どちらが かどが おおい？
女の子,ほし
女の子,このかたちに かどは いくつ？
女の子,ぜろこ
女の子,このかたちの かどは ぜんぶで いくつ？
女の子,よんこ
女の子,たまごがたに かどは いくつ？
女の子,ぜろこ
女の子,ひしがたの かどは ぜんぶで いくつ？
女の子,よんこ
女の子,まると さんかくでは どちらが かどが おおい？
女の子,さんかく
女の子,まんまるい ピザを ちょうど はんぶんに きると どれ？
女の子,はんぶんの まる
女の子,ノートの かたちは？
女の子,しかく
女の子,サッカーボールの かたちは？
女の子,まる
