女の子,りんごは いくつ？
女の子,ふたつ
女の子,いちごは いくつ？
女の子,みっつ
女の子,おはなは いくつ？
女の子,ひとつ
女の子,おほしさまは いくつ？
女の子,ふたつ
女の子,みかんは いくつ？
女の子,みっつ
女の子,りんごは いくつ？
女の子,ひとつ
女の子,いちごは いくつ？
女の子,ふたつ
女の子,おはなは いくつ？
女の子,みっつ
女の子,おほしさまは いくつ？
女の子,よっつ
女の子,おはなは いくつ？
女の子,いつつ
女の子,りんごは いくつ？
女の子,よっつ
女の子,いちごは いくつ？
女の子,よっつ
女の子,みかんは いくつ？
女の子,いつつ
女の子,おほしさまは いくつ？
女の子,むっつ
女の子,りんごは いくつ？
女の子,いつつ
女の子,いちごは いくつ？
女の子,むっつ
女の子,みかんは いくつ？
女の子,ななつ
女の子,おほしさまは いくつ？
女の子,ななつ
女の子,りんごは いくつ？
女の子,やっつ
女の子,おはなは いくつ？
女の子,むっつ
女の子,いちごは いくつ？
女の子,やっつ
女の子,みかんは いくつ？
女の子,ここのつ
女の子,りんごは いくつ？
女の子,むっつ
女の子,おほしさまは いくつ？
女の子,やっつ
