女性4,大きい の 反対は？
女性4,小さい
女性4,暑い の 反対は？
女性4,つめたい
女性4,前 の 反対は？
女性4,うしろ
女性4,たつ の 反対は？
女性4,座る
女性4,あける の 反対は？
女性4,しめる
女性4,好き の 反対は？
女性4,嫌い
女性4,夜 の 次は どれ？
女性4,朝
女性4,たくさん の 反対は？
女性4,少し
女性4,はやい の 反対は？
女性4,遅い
女性4,高い の 反対は？
女性4,低い
女性4,長い の 反対は？
女性4,短い
女性4,太い の 反対は？
女性4,細い
女性4,かたい の 反対は？
女性4,柔らかい
女性4,強い の 反対は？
女性4,弱い
女性4,なく の 反対は？
女性4,笑う
女性4,多い の 反対は？
女性4,少ない
女性4,軽い の 反対は？
女性4,重い
女性4,明るい の 反対は？
女性4,くらい
女性4,上 の 反対は？
女性4,下
女性4,新しい の 反対は？
女性4,古い
女性4,助ける の 反対は？
女性4,邪魔を する
女性4,出かける の 反対は？
女性4,かえる
女性4,褒める の 反対は？
女性4,叱る
女性4,教える の 反対は？
女性4,習う
