女の子,これは からだの どこ？
女の子,め
女の子,くち
女の子,て
女の子,あし
女の子,においを かぐのは からだの どこ？
女の子,はな
女の子,ものを みるのは からだの どこ？
女の子,ものを きくのは からだの どこ？
女の子,みみ
女の子,かたての ゆびは なんぼん？
女の子,ごほん
女の子,これは からだの なに？
女の子,は
女の子,した
女の子,からだぜんたいを つつんで まもっているのは？
女の子,ひふ
女の子,ちを からだじゅうに おくる ぽんぷは？
女の子,しんぞう
女の子,たべものを かんで こなごなに するのは どこ？
女の子,いきを すうのは からだの どこ？
女の子,はい
女の子,ぞうきの はい
女の子,ねむっているとき からだは どうなっている？
女の子,やすんでいる
女の子,ぬけた はの あとには あたらしい はが はえる？
女の子,はえる
女の子,あかちゃんの ほねは おとなより おおい？ すくない？
女の子,おおい
女の子,さむいとき からだが ふるえるのは なぜ？
女の子,からだを あたためるため
女の子,おなかが すいたとき グー と なるのは なぜ？
女の子,おなかの なかで くうきが うごくから
女の子,ゆびのさきの もようを なんという？
女の子,しもん
女の子,まばたきは なんのために する？
女の子,めを まもる
女の子,けがを すると かさぶたが できるのは なぜ？
女の子,きずを まもって なおすため
